from_stop_id,to_stop_id,transfer_type,min_transfer_time
4036883,1997,2,279
3716925,2068,2,208
1825,4037002,2,251
1825,4037003,2,254
1825,4037004,2,222
3765233,1687,2,222
3812975,2364,2,190
3748015,2399,2,255
4008436,2390,2,297
2186,4770192,2,212
3813002,2122,2,226
3749894,1657,2,227
3764438,2186,2,270
3749892,2135,2,263
4726702,1781,2,208
4767045,1794,2,243
4473148,2364,2,222
2391,4473030,2,208
1825,3926186,2,241
2364,3687413,2,216
2364,3687412,2,252
2030,4008385,2,191
1794,3893448,2,203
2364,3687415,2,280
2364,3687414,2,288
2030,4008284,2,191
1825,3926189,2,288
2543,3813091,2,288
1825,3926188,2,213
2364,3687411,2,252
1825,3926187,2,254
2364,2366,2,113
2543,3813092,2,237
2030,4008285,2,191
2081,3765294,2,207
4022899,2030,2,259
3672236,2339,2,225
1648,2404,2,116
1794,3893445,2,248
2339,2302,2,180
3747942,2094,2,189
1794,3893446,2,214
5018411,1794,2,214
1794,3893447,2,216
3716896,2068,2,216
1997,4378089,2,208
2068,4035984,2,196
5121381,2364,2,235
1997,4378088,2,216
3764540,2404,2,216
3764540,1794,2,216
3716964,2068,2,196
3749892,2016,2,263
2068,4035985,2,216
2068,4035986,2,208
2068,4035987,2,216
1825,3926190,2,280
3813115,1825,2,238
3812976,1825,2,208
4036883,2186,2,279
2339,2338,2,90
2339,1651,2,200
3764528,2404,2,199
1834,3748066,2,188
1834,3748067,2,199
3747942,2081,2,189
1997,3764629,2,212
1997,4378105,2,208
4008435,2390,2,273
4022899,2149,2,259
2364,4473029,2,229
2081,3765270,2,227
2149,5018183,2,218
1825,4037037,2,216
4008436,1780,2,297
2364,4473027,2,235
2364,4473028,2,254
2149,5018181,2,279
1834,4037244,2,199
2149,5018182,2,257
4146116,1834,2,217
4472544,1687,2,242
3812935,2475,2,277
1997,4770192,2,212
3764589,1794,2,199
3343756,1657,2,180
3764527,2404,2,243
1998,1997,2,156
1782,1781,2,97
1826,2364,2,396
2117,2211,2,900
2403,1794,2,90
1781,5289111,2,208
1825,3887780,2,223
1825,4472992,2,251
2391,5289111,2,208
1825,4472993,2,252
1825,4472994,2,252
1825,4472995,2,216
3765236,2497,2,225
2030,3740315,2,201
4036885,2186,2,197
3764439,2186,2,212
2364,3887812,2,238
3716924,2068,2,196
3812934,1665,2,270
3764785,2364,2,221
1825,3887778,2,280
1825,3887779,2,288
1687,4008855,2,242
1834,3748086,2,190
1687,4008856,2,252
2149,4037216,2,259
3812935,1665,2,277
1834,3748085,2,225
3813156,2364,2,251
2149,4037215,2,241
3813114,1825,2,210
1834,3748084,2,217
4726761,1825,2,238
3754199,1997,2,237
4036881,2409,2,247
2030,3740325,2,218
3813114,2364,2,210
4009620,2364,2,280
5018435,1794,2,222
3764590,1794,2,216
5121381,1825,2,235
4146116,2339,2,217
2364,4037002,2,251
4767045,2404,2,243
2364,4037001,2,288
2364,4037000,2,280
4739165,2068,2,208
2364,5121373,2,254
4037767,2149,2,259
2364,5121372,2,226
2030,2545,2,277
2404,3893371,2,203
2364,4037004,2,222
2364,4037003,2,254
2364,5121374,2,211
1763,5138046,2,261
4009619,2364,2,288
3764757,1825,2,228
2030,4008849,2,208
2404,3893370,2,216
2030,4008848,2,191
1825,3442433,2,221
4009618,2364,2,216
1825,3442432,2,190
1825,3442436,2,246
3764589,2404,2,199
1763,5138191,2,188
1825,3442434,2,228
1763,5138190,2,261
2404,3893369,2,248
2186,3764671,2,212
2030,4035036,2,208
1794,3893371,2,203
2030,4035037,2,191
1794,3893370,2,216
4037533,2068,2,208
4037297,2364,2,251
5138073,1794,2,243
5018410,1794,2,248
2149,4025422,2,241
3748018,2339,2,267
2149,4025423,2,259
3764748,1825,2,221
4473150,1825,2,213
3672236,1834,2,225
2149,2084,2,218
2363,1825,2,367
1687,3740323,2,251
3813113,2364,2,222
2528,2404,2,102
4036881,1763,2,247
2339,2371,2,90
3672105,1834,2,256
1687,3740322,2,252
1687,3740321,2,267
4037767,2030,2,259
3813156,1825,2,251
1825,4037000,2,280
4726762,1825,2,251
1825,4037001,2,288
3716896,2117,2,216
2364,3764966,2,235
2364,3764967,2,213
4037532,2068,2,196
1794,3893369,2,248
